dataset,record_id,true_label,p_include,final_score,model_name,encoder_include_cosine,encoder_exclude_cosine,encoder_delta,record_text_chars
Donners_2021,https://openalex.org/W3016428066,1,0.0010962048447103099,0.0010962048447103099,allenai/scibert_scivocab_uncased,0.607912003993988,0.6648232340812683,-0.05691123008728027,102
Donners_2021,https://openalex.org/W2890442696,1,0.001096243648917699,0.001096243648917699,allenai/scibert_scivocab_uncased,0.7813130021095276,0.8061294555664062,-0.024816453456878662,1684
Donners_2021,https://openalex.org/W2278365462,1,0.0010960806804624097,0.0010960806804624097,allenai/scibert_scivocab_uncased,0.7174616456031799,0.7771520614624023,-0.05969041585922241,399
Donners_2021,https://openalex.org/W3028455363,1,0.0010962669321004305,0.0010962669321004305,allenai/scibert_scivocab_uncased,0.7655448317527771,0.7750054001808167,-0.00946056842803955,1435
Donners_2021,https://openalex.org/W2906655433,0,0.0010954988477106442,0.0010954988477106442,allenai/scibert_scivocab_uncased,0.8014341592788696,0.8518635630607605,-0.05042940378189087,2283
Donners_2021,https://openalex.org/W2610701591,0,0.003591184344015368,0.003591184344015368,allenai/scibert_scivocab_uncased,0.6864323019981384,0.7561677694320679,-0.06973546743392944,1754
Donners_2021,https://openalex.org/W2765359511,0,0.013364182788756665,0.013364182788756665,allenai/scibert_scivocab_uncased,0.7256896495819092,0.8088237047195435,-0.08313405513763428,2040
Donners_2021,https://openalex.org/W2988935613,0,0.003591184344015368,0.003591184344015368,allenai/scibert_scivocab_uncased,0.7285595536231995,0.8415616750717163,-0.11300212144851685,1563
Donners_2021,https://openalex.org/W2986546258,0,0.0010961505211239417,0.0010961505211239417,allenai/scibert_scivocab_uncased,0.7962127923965454,0.8340116143226624,-0.03779882192611694,4408
Donners_2021,https://openalex.org/W3037252784,0,0.0010962669321004305,0.0010962669321004305,allenai/scibert_scivocab_uncased,0.7328733205795288,0.8102874755859375,-0.07741415500640869,286
Donners_2021,https://openalex.org/W2011766387,0,0.001096243648917699,0.001096243648917699,allenai/scibert_scivocab_uncased,0.7294780015945435,0.8083062171936035,-0.07882821559906006,2115
Donners_2021,https://openalex.org/W2940425658,0,0.003591184344015368,0.003591184344015368,allenai/scibert_scivocab_uncased,0.763290524482727,0.7935944199562073,-0.030303895473480225,1230
Donners_2021,https://openalex.org/W3142726662,0,0.001096243648917699,0.001096243648917699,allenai/scibert_scivocab_uncased,0.6153336763381958,0.7097027897834778,-0.09436911344528198,2315
Donners_2021,https://openalex.org/W2983240095,0,0.001096243648917699,0.001096243648917699,allenai/scibert_scivocab_uncased,0.7110775113105774,0.8008790612220764,-0.08980154991149902,4040
Sep_2021,https://openalex.org/W2144529104,1,0.0015374388802028007,0.0015374388802028007,allenai/scibert_scivocab_uncased,0.6874879002571106,0.6888818144798279,-0.0013939142227172852,1345
Sep_2021,https://openalex.org/W2789966204,1,0.020687180697951987,0.020687180697951987,allenai/scibert_scivocab_uncased,0.7064374685287476,0.7100517153739929,-0.0036142468452453613,1710
Sep_2021,https://openalex.org/W2983898801,1,0.0015374388802028007,0.0015374388802028007,allenai/scibert_scivocab_uncased,0.6502336859703064,0.6657534837722778,-0.015519797801971436,1480
Sep_2021,https://openalex.org/W1981925277,1,0.02068774358716133,0.02068774358716133,allenai/scibert_scivocab_uncased,0.6989628672599792,0.708793044090271,-0.009830176830291748,2078
Sep_2021,https://openalex.org/W1768069588,1,0.02068774358716133,0.02068774358716133,allenai/scibert_scivocab_uncased,0.6739505529403687,0.6885937452316284,-0.014643192291259766,867
Sep_2021,https://openalex.org/W2079142947,1,0.020687919493097385,0.020687919493097385,allenai/scibert_scivocab_uncased,0.7062986493110657,0.7080408930778503,-0.001742243766784668,1541
Sep_2021,https://openalex.org/W2606834381,1,0.020687180697951987,0.020687180697951987,allenai/scibert_scivocab_uncased,0.7104610204696655,0.6951178312301636,0.015343189239501953,2421
Sep_2021,https://openalex.org/W2000180785,1,0.02068774358716133,0.02068774358716133,allenai/scibert_scivocab_uncased,0.6989043354988098,0.7116981744766235,-0.01279383897781372,1913
Sep_2021,https://openalex.org/W2024032885,1,0.02068802503735787,0.02068802503735787,allenai/scibert_scivocab_uncased,0.6986391544342041,0.6930404901504517,0.005598664283752441,1219
Sep_2021,https://openalex.org/W1982436123,1,0.02068802503735787,0.02068802503735787,allenai/scibert_scivocab_uncased,0.6647791266441345,0.6828402876853943,-0.018061161041259766,2057
Sep_2021,https://openalex.org/W2581869019,0,0.02068806021889451,0.02068806021889451,allenai/scibert_scivocab_uncased,0.6692276000976562,0.6727245450019836,-0.0034969449043273926,758
Sep_2021,https://openalex.org/W2123081263,0,0.020687919493097385,0.020687919493097385,allenai/scibert_scivocab_uncased,0.6809825897216797,0.6923813223838806,-0.011398732662200928,1861
Sep_2021,https://openalex.org/W2791684544,0,0.020687497321297196,0.020687497321297196,allenai/scibert_scivocab_uncased,0.6643023490905762,0.6939030289649963,-0.029600679874420166,1761
Sep_2021,https://openalex.org/W2111229642,0,0.02068802503735787,0.02068802503735787,allenai/scibert_scivocab_uncased,0.7126305103302002,0.7084816694259644,0.00414884090423584,1720
Sep_2021,https://openalex.org/W2537341202,0,0.020687180697951987,0.020687180697951987,allenai/scibert_scivocab_uncased,0.7166746854782104,0.6995311379432678,0.017143547534942627,1798
Sep_2021,https://openalex.org/W2793756203,0,0.020687180697951987,0.020687180697951987,allenai/scibert_scivocab_uncased,0.6545968651771545,0.661795973777771,-0.007199108600616455,1884
Sep_2021,https://openalex.org/W595773546,0,0.02068802503735787,0.02068802503735787,allenai/scibert_scivocab_uncased,0.7044305205345154,0.695008397102356,0.009422123432159424,1726
Sep_2021,https://openalex.org/W2766428986,0,0.0015374388802028007,0.0015374388802028007,allenai/scibert_scivocab_uncased,0.6684693098068237,0.6961013674736023,-0.027632057666778564,1714
Sep_2021,https://openalex.org/W2046706409,0,0.02068802503735787,0.02068802503735787,allenai/scibert_scivocab_uncased,0.6934636831283569,0.6975515484809875,-0.004087865352630615,1430
Sep_2021,https://openalex.org/W2164609613,0,0.019305342455324174,0.019305342455324174,allenai/scibert_scivocab_uncased,0.6791414618492126,0.6913079023361206,-0.012166440486907959,1840
Nelson_2002,https://openalex.org/W2075822341,1,0.0328896144946762,0.0328896144946762,allenai/scibert_scivocab_uncased,0.7507233023643494,0.7437340021133423,0.00698930025100708,2425
